id,Affiliation,Name,google_scholar_id
85LWXAIL,University_of_North_Dakota,Dean Smith,uuNYixcAAAAJ
GRB0C5OI,University_of_North_Dakota,Tim Young,ZG-U4w0AAAAJ
KC7SL9AU,Virginia_Commonwealth_University,Massimo F. Bertino,None
P1IK6VPJ,Virginia_Commonwealth_University,Marilyn F. Bishop,None
5WIWH5X0,Virginia_Commonwealth_University,Carissa Capuano,None
TTBBG9UY,Virginia_Commonwealth_University,Denis Demchenko,FybigHEAAAAJ
A4XRO2BL,Virginia_Commonwealth_University,Murugeswaran Duraisamy,9DNww7YAAAAJ
C2P670RA,Virginia_Commonwealth_University,Kerwin Crayton Foster,None
SY3YBYRZ,Virginia_Commonwealth_University,Robert H. Gowdy,None
6ZB4CZPK,Virginia_Commonwealth_University,Puru Jena,None
FHNK7OSI,Virginia_Commonwealth_University,"Richard ""Inho"" Joh",gnux4iQAAAAJ
M24DCUD2,Virginia_Commonwealth_University,Daeha Joung,sq3UWUdynmsC
68LM9KPM,Virginia_Commonwealth_University,Shiv N.. Khanna,AKhCofgAAAAJ
H7WJI46S,Virginia_Commonwealth_University,Tom McMullen,None
2PP68BCG,Virginia_Commonwealth_University,Loren Picco,b7eRrqoAAAAJ
099P74W9,Virginia_Commonwealth_University,Yelena Prok,None
X30AZ2BQ,Virginia_Commonwealth_University,Arthur C. Reber,o1Xb-Y4AAAAJ
FOCY154M,Virginia_Commonwealth_University,Jason Reed,5-tGqxMAAAAJ
9Z3U0K94,Virginia_Commonwealth_University,Joseph Reiner,X0-zKUsAAAAJ
O1SPWWRX,Virginia_Commonwealth_University,Michael Reshchikov,hlQc5usAAAAJ
IHMJW4HC,Virginia_Commonwealth_University,John Skrobiszewski,None
YJ1G5984,Virginia_Commonwealth_University,Calla Talman,None
M1AJG35W,Virginia_Commonwealth_University,Samanthi J. Wickramarachchi,None
ZNH529K3,Virginia_Commonwealth_University,Patrick Woodworth,None
6AIFMCQL,Virginia_Commonwealth_University,Dexian Ye,R9jcSugAAAAJ
QFLZ87FO,University_at_Albany_SUNY,Ariel Caticha,None
FJXAIXW2,University_at_Albany_SUNY,Keith Earle,None
Y890EGUL,University_at_Albany_SUNY,Jesse Ernst,None
45JP5LU6,University_at_Albany_SUNY,Herbert Fotso,None
Z8WEK616,University_at_Albany_SUNY,Philip Goyal,None
OWCZEGH4,University_at_Albany_SUNY,Vivek Jain,LRp5h5kAAAAJ
MT6CY8CE,University_at_Albany_SUNY,Alexander Khmaladze,BstftEgAAAAJ
RS5O2WLM,University_at_Albany_SUNY,Kevin Knuth,cluDFKcAAAAJ
EX7I05IP,University_at_Albany_SUNY,T.S. Kuan,rY7cIrsAAAAJ
XLYZU8O3,University_at_Albany_SUNY,William A. Lanford,Bke8-woAAAAJ
XRO8BYVW,University_at_Albany_SUNY,Cecilia Levy,None
4ZOMUXZ3,University_at_Albany_SUNY,Oleg Lunin,LnMG3XAAAAAJ
VN8MUHWU,University_at_Albany_SUNY,Carolyn MacDonald,RwOnBlMAAAAJ
BYLCA55P,University_at_Albany_SUNY,Jonathan Petruccelli,None
DW00H41T,University_at_Albany_SUNY,Daniel Robbins,mWSDv1cAAAAJ
LZS63L3H,University_at_Albany_SUNY,Anna V. Sharikova,None
WKX3QBTR,University_at_Albany_SUNY,Matthew Szydagis,None
M22YX1CL,University_at_Albany_SUNY,Retired Faculty,BIDx4wkAAAAJ
KAO60U5Y,University_at_Albany_SUNY,In Memoriam,o-jgBj0AAAAJ
2EQJNAEF,Towson_University,Michelle Casey,pKatVQ0AAAAJ
HH05Z42T,Towson_University,Parviz Ghavamian,None
8CJBWPMW,Towson_University,Svetlana Gladycheva,None
FMRGNQHG,Towson_University,Phuoc D. Ha,VQK8AWEAAAAJ
5LV3M8ZD,Towson_University,Andrew Hawkins,None
HI1E9152,Towson_University,Ron Hermann,None
5GENUPZC,Towson_University,Rajeswari Kolagani,None
HJRK43AF,Towson_University,Thomas O. Krause,ujhYA9sAAAAJ
LN575XRF,Towson_University,Nicholas Kudsieh,None
BUEJJH7F,Towson_University,Pamela Lottero-Perdue,None
Z75CJR3B,Towson_University,Peggy McNeal,BqVtyAgAAAAJ
GDJHVFYI,Towson_University,Deepika Menon,TkVS0FAAAAAJ
301LCGE1,Towson_University,Rommel Miranda,XaWa4wUAAAAJ
QYY9TLM6,Towson_University,Joel Moore,zdeb4PUAAAAJ
JDJC9AU9,Towson_University,Wendy Nelson,GNsbhQMAAAAJ
OHS3AVB9,Towson_University,James Overduin,PUiS9uQAAAAJ
P1D4M6UR,Towson_University,Gary Pennington,YSibOb4AAAAJ
EE7CB04J,Towson_University,Eriks Perkons,None
V8CA88W8,Towson_University,Rachel Burks Rea,None
DGXQW9T1,Towson_University,Christian Ready,None
E0HPKB6F,Towson_University,Cody Sandifer,None
WYMHBBQV,Towson_University,David Schaefer,lmJ4en0AAAAJ
Z47QS5IP,Towson_University,Jennifer Scott,vkcZho8AAAAJ
EP60DFQ8,Towson_University,Jeff Simpson,fHvUi8oAAAAJ
YQ903YN8,Towson_University,Vera Smolyaninova,nqqbk0MAAAAJ
R34G67J7,Towson_University,Alex Storrs,None
MUDF01RM,Towson_University,Tevis Tsai,None
BKDN4SHL,Towson_University,Jia-An Yan,jOHO_b8AAAAJ
E8N2PUZJ,Montana_State_University,Professor Randy Babbitt,None
FB37BFE2,Montana_State_University,Nick Borys,AA4JNhMAAAAJ
GYU4X9UD,Montana_State_University,Professor Rufus Cone,None
5LX7RF6J,Montana_State_University,Professor Neil Cornish,_No9jXMAAAAJ
Q3OMEWX2,Montana_State_University,Professor Brian D'Urso,None
CC32KZRH,Montana_State_University,Professor Gregory Francis,P1LqeyUAAAAJ
9049P0KT,Montana_State_University,Professor Charles Kankelborg,None
YKID34Z2,Montana_State_University,Dr. John Neumeier,None
S8IMLBB4,Montana_State_University,Dr. David Nidever,None
6Y5SYJBA,Montana_State_University,Professor Amy Reines,None
ENPXRXLT,Montana_State_University,Anton Vorontsov,BcJNX84AAAAJ
W5Z81O5Z,Montana_State_University,Professor Shannon Willoughby,None
EX9JX9PQ,Montana_State_University,Dr. Angela Des Jardins,None
FLNHJHGJ,Montana_State_University,David Klumpar,None
9K9OBW5A,Montana_State_University,Dr. Nick Childs,None
6LL5PTMO,Montana_State_University,Professor Carla Riedel,None
L0PY06OT,Western_Michigan_University,Search,av3q_DgAAAAJ
HKPVEQLF,Western_Michigan_University,Paul V. Pancella,None
WMXUK6ZL,Western_Michigan_University,Manuel Bautista,p27PpSAAAAAJ
241G42XE,Western_Michigan_University,Clement Burns,KAR0UxwAAAAJ
3QRVZ18X,Western_Michigan_University,Josh Byers,EjRsWnQAAAAJ
34CQYWEC,Western_Michigan_University,Zbigniew Chajecki,None
QUK8JD8U,Western_Michigan_University,Sung G. Chung,YxQ82E8AAAAJ
33BTYNDO,Western_Michigan_University,Robin DeHaan,None
DC996LPF,Western_Michigan_University,Mike Famiano,WW8VeBYAAAAJ
IFOO4K7F,Western_Michigan_University,Benjamin Gaudio,None
APRJEV66,Western_Michigan_University,Tom Gorczyca,P5HvxtsAAAAJ
7RB1A408,Western_Michigan_University,Charles Henderson,eRFnqYwAAAAJ
TWTO59DK,Western_Michigan_University,Christopher Hoffmann,G71myooAAAAJ
2JBMYCOL,Western_Michigan_University,Emanuel Kamber,None
NC2PN9IA,Western_Michigan_University,Asghar Kayani,None
91PM2ZUX,Western_Michigan_University,Allan Kern,None
W0EM96DG,Western_Michigan_University,Kirk T. Korista,None
OEL50RJ2,Western_Michigan_University,Elena Litvinova,zlMdNCYAAAAJ
4GQT433K,Western_Michigan_University,Arthur McGurn,None
OWZFDTXV,Western_Michigan_University,Lisa Paulius,Q6zBfFsAAAAJ
A1DCTR17,Western_Michigan_University,Alvin Rosenthal,None
NTMOPCYV,Western_Michigan_University,Frank Ryan,mSahKOAAAAAJ
6YSDJEQM,Western_Michigan_University,David Schuster,fkMB15QAAAAJ
6GHAF8NX,Western_Michigan_University,John A. Tanis,None
T0AGOMVI,Pittsburg_State_University,Pittsburg State,OxV7x84AAAAJ
RUF94BPY,Pittsburg_State_University,Dr. Rebecca Butler,None
20RG1RJV,Pittsburg_State_University,Angelyn Hobson,None
1ZTLJTKS,Pittsburg_State_University,Dr. David Pearson,None
CNMIKI8D,Pittsburg_State_University,Kyla Scarborough,None
ZK0C47VB,Pittsburg_State_University,Dr. Serif Uran,None
5ORCP3PN,Indiana_UniversityPurdue_University_Indianapolis_(IUPUI),Vivek Amin,kefNgTEAAAAJ
WRAT7D5Q,Indiana_UniversityPurdue_University_Indianapolis_(IUPUI),"Ruihua Cheng, Ph.D.",None
YB9WCF4E,Indiana_UniversityPurdue_University_Indianapolis_(IUPUI),"Ricardo Decca, Ph.D.",None
X2CP30AD,Indiana_UniversityPurdue_University_Indianapolis_(IUPUI),"John F. DiTusa, Ph.D.",None
LK240ETZ,Indiana_UniversityPurdue_University_Indianapolis_(IUPUI),"Andrew Gavrin, Ph.D.",None
CZ060Q3Z,Indiana_UniversityPurdue_University_Indianapolis_(IUPUI),Yogesh N Joglekar Ph.D.,None
WF8Y3RH5,Indiana_UniversityPurdue_University_Indianapolis_(IUPUI),"Jing Liu, PhD",AArFe7gAAAAJ
9EJCLECM,Indiana_UniversityPurdue_University_Indianapolis_(IUPUI),"Zhe-Yu Jeff Ou, Ph.D.",None
JEY8Y6TR,Indiana_UniversityPurdue_University_Indianapolis_(IUPUI),Horia Petrache Ph.D.,None
JND4MRFE,Indiana_UniversityPurdue_University_Indianapolis_(IUPUI),Edward Rhoads Ph.D.,None
2PZ1IE5H,Indiana_UniversityPurdue_University_Indianapolis_(IUPUI),"Aparajita Sengupta, PhD",None
UW5K1LD2,Indiana_UniversityPurdue_University_Indianapolis_(IUPUI),James Tucci,None
JZWON1CK,University_of_Minnesota_Duluth,Dr. Richard Gran,None
DZAS88S3,University_of_Minnesota_Duluth,Dr. Laura Adams,None
70AHOBAT,University_of_Minnesota_Duluth,Dr. Jay Austin,KYOCMe0AAAAJ
E3YZJV39,University_of_Minnesota_Duluth,Dr. Alec Habig,None
ZFFERC62,University_of_Minnesota_Duluth,Darrin Johnson,Kdlu5wgAAAAJ
KOLMEJBQ,University_of_Minnesota_Duluth,Dr. Sergei Katsev,None
3IGBDYW9,University_of_Minnesota_Duluth,Dr. Sam Kelly,dCJ7BLMAAAAJ
IVP82SPY,University_of_Minnesota_Duluth,Bruce Ludewig,None
4Q68MDR6,University_of_Minnesota_Duluth,Dr. Jonathan Maps,None
CY6AV01O,University_of_Minnesota_Duluth,James Rock,1o5RRxkAAAAJ
N3J9DBJ2,University_of_Minnesota_Duluth,Jessica Rogers,WuAi_KEAAAAJ
BYS2P9M3,University_of_Minnesota_Duluth,Dr. Marc Seigar,None
R5YMIT9J,University_of_Minnesota_Duluth,Dr. Audrey Todhunter,None
SXJ81WU8,University_of_Minnesota_Duluth,Dr. Vitaly Vanchurin,None
ILCB2VMY,University_of_Minnesota_Duluth,Dr. Eric West,Mbx1B0oAAAAJ
4F2ZVSJJ,CUNY_Queens_College,"Euclides Almeida, Assistant Professor",4ryKjUQAAAAJ
7YBP6G3C,CUNY_Queens_College,"Timothy Benseman, Assistant Professor",None
FIQF5V8Q,CUNY_Queens_College,"Matthew Civiletti, Lecturer",None
GNUHQVXC,CUNY_Queens_College,"Lev Deych, Professor",None
KLK08ISK,CUNY_Queens_College,"Azriel Z. Genack, Distinguished Professor",None
JCL81Y0Y,CUNY_Queens_College,"David Goldberg, Lecturer",BUzKxsoAAAAJ
A13V6M9O,CUNY_Queens_College,"Igor L. Kuskovsky, Professor",5nrZ56oAAAAJ
PXNSXK8F,CUNY_Queens_College,"Larry S. Liebovitch, Professor",None
JYI7CYZP,CUNY_Queens_College,"Alexander A. Lisyansky, Professor",4ZU2YdsAAAAJ
R0N7IOHC,CUNY_Queens_College,"Mohammad Ali Miri, Assistant Professor",None
RK5A8AL7,CUNY_Queens_College,"Lev G. Murokh, Associate Professor",None
CDTSLR0E,CUNY_Queens_College,"Steven A. Schwarz, Professor & Chair",None
LFLUMMZN,CUNY_Queens_College,"So Takei, Assistant Professor",None
U62QK8RW,New_Mexico_State_University,Stefan Zollner,XTCzrycAAAAJ
NMQ0TSO5,New_Mexico_State_University,Charles Bruce,C9LE-1sAAAAJ
SQWZXN9N,New_Mexico_State_University,Matthias Burkardt,hTTy3tIAAAAJ
BLK17VZW,New_Mexico_State_University,Michaela Burkardt,None
9LG1S99F,New_Mexico_State_University,Michael DeAntonio,2C161EQAAAAJ
4KBVV9O0,New_Mexico_State_University,Michael Engelhardt,pNo-FrIAAAAJ
6L8SYKOT,New_Mexico_State_University,Thomas Hearn,TULZCjYAAAAJ
RNANCS12,New_Mexico_State_University,Boris Kiefer,_wURyQQAAAAJ
671VESKR,New_Mexico_State_University,Heinrich Nakotte,None
JDWBH0DX,New_Mexico_State_University,Vassili Papavassiliou,None
93K1XQOM,New_Mexico_State_University,Stephen Pate,RqLLhWMAAAAJ
Z19QXLRW,New_Mexico_State_University,Matthew Sievert,z6b9CN4AAAAJ
0Y5ZE47X,New_Mexico_State_University,Jacob Urquidi,None
WXJNFVB7,New_Mexico_State_University,Igor Vasiliev,21mj4u4AAAAJ
BBHAKBN7,New_Mexico_State_University,Lauren Waszek,idbfF_MAAAAJ
ME5I2OY7,Georgia_State_University,Vadym Apalkov,4ARIp4gAAAAJ
Q5A252QJ,Georgia_State_University,Misty Bentz,bVDWT_UAAAAJ
AV6KU8GG,Georgia_State_University,D. Michael Crenshaw,None
C3HWYD4G,Georgia_State_University,Sumith Doluweera,None
HHGR5E6D,Georgia_State_University,Douglas R. Gies,None
0MOKR72T,Georgia_State_University,Xiaochun He,0gPkMxQAAAAJ
TEVZ6HXY,Georgia_State_University,Stuart Jefferies,sY3HA6sAAAAJ
ANFAHSM0,Georgia_State_University,Sebastien Lepine,i1QSv-IAAAAJ
NSLY7LDL,Georgia_State_University,Steven T. Manson,f9Fy-PMAAAAJ
UEF363YT,Georgia_State_University,Jeremy Maune,AK-lvy4AAAAJ
0G3G4PU9,Georgia_State_University,Jane Pratt,None
RTCYSS62,Georgia_State_University,Viacheslav (Slava) Sadykov,None
5QAJUCQF,Georgia_State_University,Mark Stockman,hg5qU_4AAAAJ
0I0W9JP9,Georgia_State_University,Ruili Wang,KoQTBi4AAAAJ
94Z95S0M,Georgia_State_University,Dr. Manolis K. Georgoulis,None
2VCN4Y2K,Georgia_State_University,Dr. Rafal A. Angryk,None
H2N6AAPV,Florida_Atlantic_University,"Adhikari, Ananya",None
DKKS3RUU,Florida_Atlantic_University,"Alemrajabi Firouzabad, Mahsa",None
7QK28LD1,Florida_Atlantic_University,"Amit, Poudel",None
P6E29AUB,Florida_Atlantic_University,"Ataei, Afrouz",None
JLP8UNMO,Florida_Atlantic_University,"Bornhoeft, Ian",None
OLMXK9M7,Florida_Atlantic_University,"Dias, Rafael",KTniNz4AAAAJ
B1ATGJFT,Florida_Atlantic_University,"Fathallah, Shreen",None
1HMOKCAD,Florida_Atlantic_University,"Feghhi, Touhid",Wz9DrJIAAAAJ
KVV142C3,Florida_Atlantic_University,"French, Joshua",_2FHxoMAAAAJ
NO3SN3DF,Florida_Atlantic_University,"Galanakou, Panagiota",None
472JUTUP,Florida_Atlantic_University,"Galpayage Dona, Kalpani N U",None
Z7N6UU9G,Florida_Atlantic_University,"Hsiao, Chen-Hung",None
JDIRG8L1,Florida_Atlantic_University,"Jongewaard de Boer, Fernanda",None
OEFFD1O7,Florida_Atlantic_University,"Martinez Franco, Marialejandra",None
TC1Z5S0C,Florida_Atlantic_University,"McKinley, Joseph",None
6C9U3DTT,Florida_Atlantic_University,"Mostafanazhad Aslmarand, Shahabeddin",DinrbooAAAAJ
Z6VYWGYX,Florida_Atlantic_University,"Neupane, Taindra",None
RER1FX00,Florida_Atlantic_University,"Poudel, Amit",None
62KH9URB,Florida_Atlantic_University,"Pudasaini, Mukunda",None
Z3PRE17M,Florida_Atlantic_University,"Qu, Dongxue",None
J1AIWJH3,Florida_Atlantic_University,"Rashti, Alireza",None
4CORB49C,Florida_Atlantic_University,"Rezaei, Tahereh",None
HPHTVZRO,Florida_Atlantic_University,Rikhtehgaran,1SxFbmIAAAAJ
6V91FIK7,Florida_Atlantic_University,"Saiedi, Hamidreza",WtRcq_8AAAAJ
MNSZ7IY0,Florida_Atlantic_University,"Song, Shicong",dOaAyvEAAAAJ
AWON4URG,Florida_Atlantic_University,"Tan, Hongwei",oO3xsEoAAAAJ
S2UX5K8G,Florida_Atlantic_University,"Tatasciore, Paul",None
5WEE2M7G,Florida_Atlantic_University,"Yigit, Erdem",e4nqptQAAAAJ
UIQZHWVK,Florida_Atlantic_University,"Meyerink, Patrick",None
IGH5KCZV,Florida_Atlantic_University,"Sempertegui, Sergio",None
HYQ4PJY1,University_of_Memphis,Gustav Borstad,None
44P5C6NI,University_of_Memphis,Thang B. Hoang,XZUomZMAAAAJ
JMEKN0JR,University_of_Memphis,M. Shah Jahan,MfCVsF8AAAAJ
PCF0EBQ0,University_of_Memphis,Mohamed Laradji,JebpwOAAAAAJ
R9N05G1Z,University_of_Memphis,Samuel Mensah,2ZzSOK0AAAAJ
B5CJ2F48,University_of_Memphis,Sanjay R. Mishra,w2VFPq4AAAAJ
OGXIEAUQ,University_of_Memphis,Francisco Muller Sanchez,None
7LSRQHSV,University_of_Memphis,Chenhui Peng,ki3GonUAAAAJ
TKDVPVN9,University_of_Memphis,Shawn Pollard,8EMePAUAAAAJ
WN41R78H,University_of_Memphis,Joanne Rhodes,TCV4Oo0AAAAJ
6CY6FCTM,University_of_Memphis,Firouzeh Sabri,Z0N6NQMAAAAJ
IJZJUOG5,University_of_Memphis,Xiao Shen,AXHR1g8AAAAJ
Q8FCQYHG,University_of_Memphis,B. N. Narahari Achar,None
7H8GA1LR,University_of_Memphis,John W. Hanneken,None
DUTCFDO3,University_of_Memphis,Robert R. Marchini,None
C8O3I82T,Northern_Arizona_University,Ryan Behunin,cwD8IvsAAAAJ
PZBHN3WP,Northern_Arizona_University,Bertrand Cambou,None
X7X0H7XJ,Northern_Arizona_University,David M. Cole,ufueppkAAAAJ
B20PGNQS,Northern_Arizona_University,Randy Dillingham,TLZeWx0AAAAJ
J0TBIA5Q,Northern_Arizona_University,Ethan M. Dolle,None
O7J0X34R,Northern_Arizona_University,Brad A. Fobar,None
CDKK9E4W,Northern_Arizona_University,John G. Gibbs,YcXMUxgAAAAJ
9K1P4NE9,Northern_Arizona_University,John L. Kistler,None
5QAB0HGA,Northern_Arizona_University,Gerrick Lindberg,N1ph308AAAAJ
YEKU9A12,Northern_Arizona_University,Christopher Mann,LsidOWIAAAAJ
HTFFCYPM,Northern_Arizona_University,Jennifer S. Martinez,oMdy6dgAAAAJ
FT84HX49,Northern_Arizona_University,Radford Mitchel,None
S86XBLDA,Northern_Arizona_University,Gabriel A. Montaño,MU0veZIAAAAJ
TPV1KYB4,Northern_Arizona_University,Inès Montaño,None
0URFT3CH,Northern_Arizona_University,Matthew Rush,zp2gFWQAAAAJ
JMB7PEA5,Northern_Arizona_University,Gregory Uyeda,None
5XCJCJM6,Northern_Arizona_University,Robert L. Whetten,gVXBZnYAAAAJ
83ONVP0D,Northern_Arizona_University,Miguel Jose Yacaman,YSRwEoMAAAAJ
MZAL2SG5,University_of_Rhode_Island,Leonard M. Kahn,None
B1LQ3ETT,University_of_Rhode_Island,Vanita Srinivasa,gqLONAwAAAAJ
CIRSD66Z,University_of_Rhode_Island,Gaurav Khanna,382Ttr0AAAAJ
AHUHZUB5,University_of_Rhode_Island,Robert Coyne,pzhVP4gAAAAJ
ZP2EOOQE,University_of_Rhode_Island,Oleg Andreev,Gamv0UMAAAAJ
XK1PDZOE,University_of_Rhode_Island,Miguel Dorca,None
TR0M8WKU,University_of_Rhode_Island,Feruz Ganikhanov,None
V62LITS6,University_of_Rhode_Island,Douglas B. Gobeille,None
5VHORLYU,University_of_Rhode_Island,Charles Kaufman,MHyqXKMAAAAJ
QMPT27YL,University_of_Rhode_Island,Alexander E. Meyerovich,None
WGAB5WEU,University_of_Rhode_Island,Anna Moshnikova,None
JZ3SG9PY,University_of_Rhode_Island,Gerhard Müller,5k7SaCAAAAAJ
85UXV6N9,University_of_Rhode_Island,Peter Nightingale,Msh14AUAAAAJ
0Y58N4TM,University_of_Rhode_Island,Yana Reshetnyak,nPGEDaIAAAAJ
GCP4GRW1,University_of_Rhode_Island,Michael Tammaro,None
PBW5VWV4,University_of_Rhode_Island,Andre van Tonder,None
I39VHS31,University_of_Rhode_Island,Lisa Cragan,None
I3V85N7O,University_of_Rhode_Island,David Notarianni,None
OE7B148Z,University_of_Rhode_Island,Steve T. Pellegrino,None
C6YY4BCW,University_of_Rhode_Island,Anuradha Weerakkody,Bsm5ue8AAAAJ
7ZMXTOV2,California_State_University_Fresno,Dr. Yongsheng Gao,None
6HN9CH7Q,California_State_University_Fresno,Dr. Mihai Gherase,None
86M6TA94,California_State_University_Fresno,Dr. Ray Hall,None
06ZKPFXD,California_State_University_Fresno,Dr. Pei-Chun Ho,None
X66721KA,California_State_University_Fresno,Dr. Gerardo Muñoz,None
WZFWI929,California_State_University_Fresno,Dr. Fred Ringwald,None
0QOTG6KI,California_State_University_Fresno,Dr. Douglas Singleton,None
OB8R5LBA,California_State_University_Fresno,Dr. Ettore Vitali,None
BR1HFIC2,California_State_University_Fresno,Dr. Steve White,7WfdcUsAAAAJ
O7N8X57K,California_State_University_Fresno,Dr. Daqing Zhang,None
76B13OJR,California_State_University_Fresno,Mr. Karl Runde,None
IXEJWM4Y,California_State_University_Fresno,Dr. Harinder Singh Bawa,JgXTWu0AAAAJ
35G27K9A,California_State_University_Fresno,"Mr. Tim Evans, M.S.",None
ETTEZ18W,California_State_University_Fresno,"Ms. Kylee Ford, M.S.",None
AX9SCH45,California_State_University_Fresno,Mr. Steve Harness,None
Y2RQ52ZF,California_State_University_Fresno,Dr. Nathan Inan,None
4BRLQIAM,California_State_University_Fresno,Dr. John Walkup,None
RK4H9JUR,California_State_University_Fresno,Dr. Richard Dunia,None
FD8B5PN7,California_State_University_Fresno,Dr. Sujoy Modak,None
YWJVJPHH,California_State_University_Fresno,Dr. H. Nishino,None
P9LZX982,California_State_University_Fresno,Dr. Gopi Solailppan,None
Y6ERCFPJ,California_State_University_Fresno,Dr. Sergiu Vacaru,None
EO0WMB3J,California_State_University_Fresno,Dr. Georg Weidlich,None
8W3BYGRK,California_State_University_Fresno,Dr. Manfred Bucher,None
HQW8PRZ4,University_of_California_Merced,Daniel Beller,ESBfbssAAAAJ
8XF48O1M,University_of_California_Merced,Hui Cai,qDBGEa0AAAAJ
3JUSL95Q,University_of_California_Merced,Ray Chiao,3K0EIxcAAAAJ
RAP0FNAF,University_of_California_Merced,Chih-Chun Chien,u_5rav4AAAAJ
JE3ZTSQT,University_of_California_Merced,Kinjal Dasbiswas,3CEBwJgAAAAJ
DPVVSJNO,University_of_California_Merced,Sayantani Ghosh,ZYSIxlUAAAAJ
DHEVSRPM,University_of_California_Merced,Ajay Gopinathan,RP2JX4AAAAAJ
T0GAKC96,University_of_California_Merced,Linda Hirst,pVFkmxwAAAAJ
IDG7A56V,University_of_California_Merced,Dustin Kleckner,SR3nlfoAAAAJ
JXJ0EK12,University_of_California_Merced,Sarah Loebman,None
7J1C4FNV,University_of_California_Merced,Bin Liu,Kt1bjZoAAAAJ
QHM86WUY,University_of_California_Merced,Carrie Menke,5d40zLwAAAAJ
2E7IIPCZ,University_of_California_Merced,Kevin Mitchell,7ePFRYsAAAAJ
E9D02NNZ,University_of_California_Merced,Anna Nierenberg,lzqkSSUAAAAJ
V0Z46NKE,University_of_California_Merced,Michael Scheibner,None
R6BHY3LB,University_of_California_Merced,Jay Sharping,None
BYHA6YM5,University_of_California_Merced,David Strubbe,E4YZM98AAAAJ
0IKCWAOS,University_of_California_Merced,Lin Tian,xOR563EAAAAJ
JN3K0QOM,University_of_California_Merced,Brian Utter,XZ-8LDAAAAAJ
49YJWAZ0,University_of_California_Merced,Roland Winston,None
TA6TM2TQ,University_of_California_Merced,Jing Xu,7FI5gAsAAAAJ
RQSYKLY2,University_of_California_Merced,James Zimmerman,None
FZQ58ZZ2,University_of_California_Merced,Venkattraman (Venkatt) Ayyaswamy,None
KHC9G618,University_of_California_Merced,Mehmet Z. Baykara,E47DKagAAAAJ
8FKQ0974,University_of_California_Merced,Mike Colvin,None
AJRVRKWA,University_of_California_Merced,Arvind Gopinath,NJJqtfUAAAAJ
Y2R9Q7T9,University_of_California_Merced,Shilpa Khatri,mV1R-UAAAAAJ
SFZNVA74,University_of_California_Merced,Sarah Kurtz,yDv7CRMAAAAJ
39X5RGBZ,University_of_California_Merced,Jennifer Lu,qzORuI0AAAAJ
IAZKCNJ8,University_of_California_Merced,Victor Muñoz,5LLRxnsAAAAJ
ILPI0A54,University_of_California_Merced,Elizabeth Nowadnick,None
R5EY09QT,University_of_California_Merced,Aleksandr Noy,NPgrg7sAAAAJ
9Z47IND2,University_of_California_Merced,Aurora Pribram-Jones,zKCmZLoAAAAJ
6T6LB8DZ,University_of_California_Merced,Anand Bala Subramaniam,WpXmTEoAAAAJ
LEB5EIQB,University_of_California_Merced,Tao Ye,eRtsipwAAAAJ
BOG0SW0A,University_of_Texas_San_Antonio,"Arturo Ayón, Ph.D.",None
0X4F9Z9P,University_of_Texas_San_Antonio,"Andrey Chabanov, Ph.D.",None
3CWB8G65,University_of_Texas_San_Antonio,"Liao Chen, Ph.D.",None
VI3UPR8W,University_of_Texas_San_Antonio,"Lindsay Fuller, Ph.D.",None
JE0GMR31,University_of_Texas_San_Antonio,"Zlatko Koinov, Ph.D.",None
6SHE75MK,University_of_Texas_San_Antonio,"Nicolas Large, Ph.D.",None
JOA9WGVX,University_of_Texas_San_Antonio,"Rafael Lopez-Mobilia, Ph.D.",None
0QQR1CL2,University_of_Texas_San_Antonio,"Kathryn Mayer, Ph.D.",None
EP046177,University_of_Texas_San_Antonio,"Kelly Nash, Ph.D.",None
IVOSX9L2,University_of_Texas_San_Antonio,"Arturo Ponce-Pedraza, Ph.D.",None
KLMISNAT,University_of_Texas_San_Antonio,"Dhiraj Sardar, Ph.D.",None
LFWX1IVI,University_of_Texas_San_Antonio,"David Silva, Ph.D.",None
NLED6U4D,University_of_Texas_San_Antonio,"Angela Speck, Ph.D.",None
51YPSJCF,The_University_of_Texas_Rio_Grande_Valley,"Benacquista, Matt",None
XXR31DC0,The_University_of_Texas_Rio_Grande_Valley,"Bhatti, Muhammad",AlcInVEAAAAJ
6D5XJBIM,The_University_of_Texas_Rio_Grande_Valley,"Chipara, Dorina",8iaGkH8AAAAJ
DS9NQT1M,The_University_of_Texas_Rio_Grande_Valley,"Chipara, Mircea",m4XXGIUAAAAJ
Y6YC1VOH,The_University_of_Texas_Rio_Grande_Valley,"Corpuz, Edgar",None
2KN4PF2E,The_University_of_Texas_Rio_Grande_Valley,"Creighton, Teviet",None
PFOI7285,The_University_of_Texas_Rio_Grande_Valley,"Diaz, Mario",BvXmeoMAAAAJ
VUNVK9UC,The_University_of_Texas_Rio_Grande_Valley,"Dimakis, Nikolaos",GHQ3uKoAAAAJ
M8Y1BKZ6,The_University_of_Texas_Rio_Grande_Valley,"Ferrer, Efrain",HED1_-cAAAAJ
Y6D31L7E,The_University_of_Texas_Rio_Grande_Valley,"Guevara, Natalia",WU2MtJUAAAAJ
8OPM80CV,The_University_of_Texas_Rio_Grande_Valley,"Hanke, Andreas",None
N3RNPBO4,The_University_of_Texas_Rio_Grande_Valley,"Kim, HyeongJun",9XSGJLAAAAAJ
JIFAD1LI,The_University_of_Texas_Rio_Grande_Valley,"Madrid, Juan",9-3Z1uMAAAAJ
